unique_num,campain_code,customer_code,customer_name,brand_code,brand_name,pro_code,pro_name,encrypt_procode,decrypt_procode,url
53,16_1_10,16,제이엠비즈콘,1,테팔,10,5. 테팔 노베오 플러스,MTQ3MDUzNg,1470536,https://skt.sellerd.co.kr/m/product/details/sktlms?referrer=SKT_LMS&cid=Ts238U-skt001-oq23Mp&proCode=MTQ3MDUzNg&aid=16_1_10_[DATE]&mid=TMS&rid=[SEQ]
53,16_1_11,16,제이엠비즈콘,1,테팔,11,6. 우노 믹서기,MTQ3MDUzOA,1470538,https://skt.sellerd.co.kr/m/product/details/sktlms?referrer=SKT_LMS&cid=Ts238U-skt001-oq23Mp&proCode=MTQ3MDUzOA&aid=16_1_11_[DATE]&mid=TMS&rid=[SEQ]
53,16_1_11,16,제이엠비즈콘,1,테팔,11,7. 테팔 믹서기 파시클릭,MTQ3MDUzOA,1470538,https://skt.sellerd.co.kr/m/product/details/sktlms?referrer=SKT_LMS&cid=Ts238U-skt001-oq23Mp&proCode=MTQ3MDUzOA&aid=16_1_11_[DATE]&mid=TMS&rid=[SEQ]
53,16_1_12,16,제이엠비즈콘,1,테팔,12,8. 울트라엘릭스 블랜더,MTQ3MDU0Mw,1470543,https://skt.sellerd.co.kr/m/product/details/sktlms?referrer=SKT_LMS&cid=Ts238U-skt001-oq23Mp&proCode=MTQ3MDU0Mw&aid=16_1_12_[DATE]&mid=TMS&rid=[SEQ]
53,16_1_12,16,제이엠비즈콘,1,테팔,12,9. 터보믹스 플러스 핸드블랜더,MTQ3MDU0Mw,1470543,https://skt.sellerd.co.kr/m/product/details/sktlms?referrer=SKT_LMS&cid=Ts238U-skt001-oq23Mp&proCode=MTQ3MDU0Mw&aid=16_1_12_[DATE]&mid=TMS&rid=[SEQ]
53,16_1_12,16,제이엠비즈콘,1,테팔,12,10. 터보믹스 플러스 핸드블렌더 (2),MTQ3MDU0Mw,1470543,https://skt.sellerd.co.kr/m/product/details/sktlms?referrer=SKT_LMS&cid=Ts238U-skt001-oq23Mp&proCode=MTQ3MDU0Mw&aid=16_1_12_[DATE]&mid=TMS&rid=[SEQ]
53,16_1_12,16,제이엠비즈콘,1,테팔,12,11. 심플리 인벤트 스테인레스 스틸 핸드블랜더,MTQ3MDU0Mw,1470543,https://skt.sellerd.co.kr/m/product/details/sktlms?referrer=SKT_LMS&cid=Ts238U-skt001-oq23Mp&proCode=MTQ3MDU0Mw&aid=16_1_12_[DATE]&mid=TMS&rid=[SEQ]
53,16_1_13,16,제이엠비즈콘,1,테팔,13,12. 노베오 무선주전자,MTQ3MDU0Ng,1470546,https://skt.sellerd.co.kr/m/product/details/sktlms?referrer=SKT_LMS&cid=Ts238U-skt001-oq23Mp&proCode=MTQ3MDU0Ng&aid=16_1_13_[DATE]&mid=TMS&rid=[SEQ]
53,16_1_13,16,제이엠비즈콘,1,테팔,13,13. 익스프레스 스텐 무선주전자,MTQ3MDU0Ng,1470546,https://skt.sellerd.co.kr/m/product/details/sktlms?referrer=SKT_LMS&cid=Ts238U-skt001-oq23Mp&proCode=MTQ3MDU0Ng&aid=16_1_13_[DATE]&mid=TMS&rid=[SEQ]
53,16_1_13,16,제이엠비즈콘,1,테팔,13,14. 루비메탈 무선주전자,MTQ3MDU0Ng,1470546,https://skt.sellerd.co.kr/m/product/details/sktlms?referrer=SKT_LMS&cid=Ts238U-skt001-oq23Mp&proCode=MTQ3MDU0Ng&aid=16_1_13_[DATE]&mid=TMS&rid=[SEQ]
